N,SOA,trial,hit,conf,lat,conf_cal
64,0,0,0,0.2771047144978936,,0.431934555465344
64,0,1,0,0.24834805601871754,,0.42155040763684687
64,0,2,0,0.23682229328927348,,0.41718564499836436
64,0,3,0,0.2562864111864228,,0.42448498553168373
64,0,4,1,0.2915770408574392,,0.436927981896582
64,0,5,1,0.2520649831547106,,0.4229313918527329
64,0,6,1,0.2506807305897054,,0.422418541015959
64,0,7,1,0.26023244468734946,,0.42592345894372585
64,0,8,1,0.2454752838919989,,0.42047440488697907
64,0,9,1,0.26227780225683023,,0.4266639879295993
64,1,0,1,0.2615477142593878,,0.4264000487695867
64,1,1,1,0.2524395823713961,,0.4230698839632927
64,1,2,1,0.2680487988217402,,0.4287353400272755
64,1,3,1,0.25721345662482004,,0.42482410481819605
64,1,4,0,0.2658287928176033,,0.4279416296717617
64,1,5,1,0.26977223228626784,,0.42934889465437553
64,1,6,0,0.28057047736611584,,0.4331432364577004
64,1,7,0,0.25599357367043374,,0.4243777114791404
64,1,8,1,0.26582121866631775,,0.4279389151392693
64,1,9,1,0.2423482950835112,,0.4192943513220773
64,2,0,0,0.26008612296477973,,0.42587035123255534
64,2,1,1,0.24951520969358718,,0.42198539510773236
64,2,2,1,0.24676433088923594,,0.42095816848643824
64,2,3,1,0.23253313488419863,,0.4155275480272779
64,2,4,1,0.2633656882347098,,0.4270564775867528
64,2,5,1,0.2765618608306396,,0.4317444688669149
64,2,6,0,0.27347583586605556,,0.4306598319633544
64,2,7,1,0.2681018364040307,,0.42875425568664716
64,2,8,0,0.2723952469685073,,0.43027839819588837
64,2,9,1,0.2591923205983057,,0.4255455597479152
64,3,0,1,0.2524436700317211,,0.42307139451711334
64,3,1,1,0.24287762656815645,,0.4194947670667883
64,3,2,1,0.2418343019815174,,0.4190994834298525
64,3,3,1,0.2516913587667637,,0.422793136238753
64,3,4,0,0.2478404439818182,,0.42136083641731187
64,3,5,1,0.25314494937352244,,0.4233303272100632
64,3,6,0,0.2419994649587796,,0.41916212888874094
64,3,7,1,0.24378090193219532,,0.41983614296479527
64,3,8,1,0.2682698912883513,,0.4288141775649685
64,3,9,0,0.2566986682553861,,0.4246358820799308
64,4,0,1,0.24462976881923953,,0.4201562454910856
64,4,1,0,0.2858773235184161,,0.43497801849444856
64,4,2,0,0.2539972776794656,,0.4236444505788598
64,4,3,1,0.260604575723379,,0.4260584450691024
64,4,4,1,0.24816394598145447,,0.42148167782755913
64,4,5,1,0.23366055891166373,,0.4159652443001651
64,4,6,1,0.2527846476165401,,0.42319734743916765
64,4,7,1,0.23656042337623734,,0.41708495653586997
64,4,8,1,0.240896045840645,,0.41874310304465834
64,4,9,1,0.23565913603025757,,0.4167378769870516
64,6,0,1,0.25135766164785284,,0.42266955031958403
64,6,1,1,0.25470735580932885,,0.423905664533475
64,6,2,1,0.24497652774317213,,0.4202868093174922
64,6,3,1,0.25140103282313625,,0.4226856185993982
64,6,4,0,0.24485843657455378,,0.4202423576756824
64,6,5,0,0.24479238568243875,,0.4202174891776792
64,6,6,1,0.24067839448785078,,0.4186603087931299
64,6,7,1,0.2567962594402693,,0.42467158175257835
64,6,8,1,0.2807249501710075,,0.4331969139323658
64,6,9,1,0.25633405193273673,,0.4245024306571314
64,8,0,1,0.27249402527431543,,0.43031330143752755
64,8,1,1,0.2579813650781621,,0.4251044595688305
64,8,2,1,0.2609028774661932,,0.42616656833488065
64,8,3,1,0.24855894727572098,,0.42162909692150624
64,8,4,0,0.27290065051668133,,0.43045690620006594
64,8,5,1,0.2582124205492861,,0.4251887181378251
64,8,6,0,0.2600561872683333,,0.42585948384568917
64,8,7,1,0.2762900069539311,,0.4316491970007708
64,8,8,1,0.252725285250452,,0.4231754270825558
64,8,9,1,0.25009867929488455,,0.42220238481833394
64,10,0,1,0.28216204952508195,,0.4336955040232307
64,10,1,1,0.29682214062949136,,0.4387043791918529
64,10,2,1,0.25096805371990566,,0.42252513191194213
64,10,3,0,0.2638609329991693,,0.4272348381692919
64,10,4,0,0.24347072447763465,,0.41971900545961743
64,10,5,1,0.254466572118944,,0.42381713733072024
64,10,6,1,0.24683994494346811,,0.4209864973632811
64,10,7,1,0.23713902007831214,,0.41730733249169205
64,10,8,1,0.2366377480955985,,0.41711469501585297
64,10,9,1,0.257706341749432,,0.42500410880361694
64,12,0,0,0.2553334404915896,,0.42413561792117416
64,12,1,1,0.2538686919591496,,0.4235971013056878
64,12,2,0,0.24420220603576748,,0.41999509990199635
64,12,3,1,0.2603937827264949,,0.42598199639850326
64,12,4,1,0.27290362733767964,,0.43045795705137363
64,12,5,1,0.2550437021366521,,0.4240292425630115
64,12,6,1,0.2800075608821641,,0.432947490177048
64,12,7,1,0.2539729578316195,,0.42363549635736497
64,12,8,1,0.2505079207700358,,0.42235439650019696
64,12,9,1,0.26523079320215937,,0.42772717130311394
