N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,DegreeFrac,RewireP,Sync_mean
32,,1.0,,,,small_world,4,0.05,0.9,0.55,0.38,0.18,0.5454545454545454
