N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,DegreeFrac,RewireP,Sync_mean
64,,16.0,0.0,2.3118644067796628,9.6000006,small_world,4,0.05,0.9,0.55,0.38,0.025,0.6044864226682408
