condition,VIS_Acc,VIS_lo,VIS_hi,CHANGE_Acc,CHANGE_lo,CHANGE_hi,AUD_Acc,AUD_lo,AUD_hi
single,0.8714285714285714,0.8059161413401259,0.9171021098140244,0.8357142857142857,0.7655356011205718,0.8879616643456796,,,
dual,0.8,0.7261308550867984,0.8578454246915539,0.8357142857142857,0.7655356011205718,0.8879616643456796,0.8357142857142857,0.7655356011205718,0.8879616643456796
