Lag,T2Acc,T2_lo,T2_hi
2,0.7357142857142858,0.6570842796372344,0.8017542259028997
3,0.65,0.56794467494597,0.7240434649432061
4,0.6642857142857143,0.5826001112982704,0.7371964228660652
6,0.7214285714285714,0.6420160868875002,0.7890140243774739
8,0.7857142857142857,0.7105956160814108,0.8455722694217819
