Period,DetectTime,Detect_lo,Detect_hi
10,12.225,9.766458333333334,15.267083333333332
16,11.333333333333334,9.608333333333333,13.117083333333332
24,13.275,11.224375,15.283541666666665
36,18.225,15.266458333333334,21.491666666666667
