N,Pattern,Seed,Clustering,CharPath,GlobalEff,MeanDeg,DegStd,EdgeDensity,Fiedler,WeightedEff,CommMean,LongRangeFrac,RewireP
64,small_world,12000,0.3870776526378186,2.1254960317460316,0.5479910714285748,12.90625,2.1192477291482468,0.2048611111111111,0.889002710476877,0.13435342719432658,52.40153683116944,0.16666666666666666,0.0
64,small_world,12001,0.3643805309734513,2.142857142857143,0.5416666666666703,12.25,1.8540496217739157,0.19444444444444445,0.8975751339529439,0.13729460394486678,53.7687520791134,0.16666666666666666,0.0
64,small_world,12002,0.3641987241445969,2.0892857142857144,0.5540674603174637,13.03125,2.2077190576475076,0.20684523809523808,0.9338258735897953,0.1350346957915331,53.72585859086652,0.16666666666666666,0.0
64,small_world,12003,0.3607332939089296,2.09375,0.552744708994713,12.90625,2.205948987964137,0.2048611111111111,0.9445716922509272,0.13584091042449695,55.126631758237224,0.16666666666666666,0.0
64,small_world,12004,0.37577698248257674,2.0907738095238093,0.5548528439153475,13.21875,2.0951487864827167,0.20982142857142858,0.9280966903301928,0.13611486081945254,51.035939291592356,0.16666666666666666,0.0
