N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,Sync_mean
128,1.5909090909090908,2.2184873949579833,0.9639743589743592,2.68452380952381,4.8000006,line,4,0.05,0.85,0.3,0.6292011019283746
