N,SOA,Acc,Acc_lo,Acc_hi,Conf_mean,Conf_lo,Conf_hi,IgnLat_mean,IgnLat_lo,IgnLat_hi,Trials
64,0,0.9142857142857143,0.7762072603410349,0.9704176317330301,0.257323612142834,0.25386257171423565,0.2614581930427856,7.147058823529412,5.323529411764706,9.148529411764697,35
64,1,0.8,0.6410838693433439,0.8995755352620137,0.26166715863451834,0.25656689152604506,0.26654673172434856,5.542857142857143,4.085,7.057857142857139,35
64,2,0.7428571428571429,0.5793069315616084,0.8583697293093955,0.2604929281629923,0.2567040496592355,0.2645355654350956,7.2727272727272725,5.575,9.090909090909092,35
64,3,0.8285714285714286,0.6731771770095504,0.9189735994629841,0.2567201672093151,0.2542623823389545,0.25909664446120406,7.303030303030303,5.454545454545454,9.090909090909092,35
64,4,0.7714285714285715,0.6098268310800976,0.879341201658083,0.2587559653565749,0.25451170368330767,0.2631754124249813,6.545454545454546,4.847727272727273,8.303030303030303,35
64,5,0.8,0.6410838693433439,0.8995755352620137,0.2620275529161725,0.2577904928346586,0.2665451620378009,6.733333333333333,4.766666666666667,8.767499999999997,35
64,6,0.8857142857142857,0.7404853135378618,0.9546482066690264,0.26181295303359287,0.25771185277012854,0.2661021683519926,5.032258064516129,3.3225806451612905,6.838709677419355,35
64,8,0.9142857142857143,0.7762072603410349,0.9704176317330301,0.26167916584415263,0.25676976212078406,0.26667899046079024,5.705882352941177,4.029411764705882,7.471323529411761,35
64,10,0.8571428571428571,0.7062444591340484,0.9373976892056628,0.26039572981787124,0.2567050912428049,0.2643191329704781,4.6,2.5714285714285716,6.685714285714286,35
64,12,0.8285714285714286,0.6731771770095504,0.9189735994629841,0.26079144543784294,0.25681003049414697,0.2650572435315501,5.666666666666667,4.120454545454545,7.363636363636363,35
64,14,0.9428571428571428,0.8139294257983507,0.9841868381428913,0.26158429851738163,0.2574420629126011,0.26619375753425,5.818181818181818,3.9393939393939394,7.636363636363637,35
64,16,0.8571428571428571,0.7062444591340484,0.9373976892056628,0.26225783232096245,0.25782303295402526,0.26695065681067026,3.8823529411764706,2.6470588235294117,5.117647058823529,35
