N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,DegreeFrac,RewireP,Sync_mean
64,3.3333333333333335,3.831932773109244,2.1305084745762715,5.694915254237289,7.200000599999999,small_world,4,0.05,0.9,0.55,0.38,0.3,0.5993265993265993
