N,SOA,Acc,Acc_lo,Acc_hi,Conf_mean,Conf_lo,Conf_hi,IgnLat_mean,IgnLat_lo,IgnLat_hi,Trials
64,0,0.5142857142857142,0.35568804595868564,0.6700576399749026,0.2498774658173136,0.2453847298758125,0.2547155286571554,6.696969696969697,5.090151515151515,8.575757575757576,35
64,1,0.6571428571428571,0.4915194951399626,0.7916830501295105,0.25626368420746126,0.2502010160572852,0.2623872777696287,6.914285714285715,5.256428571428572,8.628571428571428,35
64,2,0.7428571428571429,0.5793069315616084,0.8583697293093955,0.2507664436630117,0.2463825404312727,0.25560344087154085,5.515151515151516,3.847727272727273,7.242424242424242,35
64,3,0.7428571428571429,0.5793069315616084,0.8583697293093955,0.24913981052522796,0.24552565990544592,0.25279286562455433,7.71875,5.90625,9.594531249999996,35
64,4,0.6857142857142857,0.5202023638793081,0.8144915532573418,0.2525258518503061,0.24839179641675238,0.25751945670694526,5.085714285714285,3.6,6.742857142857143,35
64,6,0.6,0.435727090128925,0.7444927114061941,0.2509664945895185,0.24677280652964584,0.25490186071957976,4.545454545454546,2.9992424242424245,6.303030303030303,35
64,8,0.6857142857142857,0.5202023638793081,0.8144915532573418,0.25365433498315,0.24909883055845805,0.2576508722211114,4.878787878787879,3.059848484848485,6.848484848484849,35
64,10,0.6857142857142857,0.5202023638793081,0.8144915532573418,0.2564521197413887,0.25138983112543206,0.26145607699323925,5.515151515151516,3.909090909090909,7.303030303030303,35
64,12,0.7428571428571429,0.5793069315616084,0.8583697293093955,0.25099986542350017,0.2465859574389423,0.2563309168493687,5.676470588235294,3.823529411764706,7.852941176470588,35
64,14,0.6,0.435727090128925,0.7444927114061941,0.25410826108065565,0.2505054676195249,0.2579672208170032,4.485714285714286,2.9707142857142856,6.02928571428571,35
64,16,0.4857142857142857,0.32994236002509725,0.6443119540413141,0.25217240865567025,0.2481374614991391,0.2571520841078319,3.9393939393939394,2.8181818181818183,5.273484848484844,35
