N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope
32,,0.0,0.06527777777777784,7.875,4.000000333333333
64,,0.0,0.07000000000000006,7.092499999999998,4.000000333333333
128,,0.0,0.8093750000000001,7.795833333333333,4.000000333333333
