N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,DegreeFrac,RewireP,Sync_mean
64,0.6666666666666666,1.6134453781512605,0.2033898305084746,4.1745762711864405,7.200000599999999,small_world,4,0.05,0.9,0.55,0.38,0.5,0.6052188552188552
