N,SOA,trial,hit,conf,lat,sync
64,0,0,0,0.2606016302511095,2.0,0.7272727272727273
64,0,1,0,0.2312435992732043,7.0,0.5454545454545454
64,0,2,0,0.24691674190009028,7.0,0.6363636363636364
64,0,3,1,0.2563799012189956,2.0,0.6363636363636364
64,0,4,1,0.23478629109296872,17.0,0.5454545454545454
64,0,5,1,0.25661690370856927,2.0,0.6363636363636364
64,0,6,1,0.24581628173836426,9.0,0.6363636363636364
64,0,7,1,0.23809854732482783,6.0,0.6363636363636364
64,0,8,0,0.2390385740414253,15.0,0.6363636363636364
64,0,9,0,0.23595066240397577,15.0,0.7272727272727273
64,0,10,0,0.2502563965360224,2.0,0.5454545454545454
64,0,11,0,0.27418215801707224,0.0,0.5454545454545454
64,1,0,0,0.2860020358655802,4.0,0.6363636363636364
64,1,1,1,0.2568151491919832,3.0,0.6363636363636364
64,1,2,0,0.2600037036622204,0.0,0.5454545454545454
64,1,3,0,0.2247337344017457,6.0,0.6363636363636364
64,1,4,1,0.24528627583829513,21.0,0.6363636363636364
64,1,5,0,0.23036729659720007,5.0,0.7272727272727273
64,1,6,0,0.2594438983867121,15.0,0.5454545454545454
64,1,7,1,0.24947132258963975,15.0,0.6363636363636364
64,1,8,1,0.2356040137300344,,0.5454545454545454
64,1,9,0,0.2513900563523778,,0.5454545454545454
64,1,10,1,0.2803089450676471,0.0,0.6363636363636364
64,1,11,0,0.2557983955908812,0.0,0.6363636363636364
64,2,0,1,0.248369887819213,4.0,0.5454545454545454
64,2,1,1,0.23149003292103404,4.0,0.6363636363636364
64,2,2,1,0.24643345935328326,5.0,0.5454545454545454
64,2,3,1,0.2788883340488182,1.0,0.6363636363636364
64,2,4,0,0.2644722316161046,0.0,0.6363636363636364
64,2,5,1,0.26858623898642375,1.0,0.6363636363636364
64,2,6,1,0.2759870197969863,1.0,0.7272727272727273
64,2,7,0,0.27491349023284145,1.0,0.6363636363636364
64,2,8,0,0.25637515807584216,2.0,0.6363636363636364
64,2,9,1,0.26567175466590653,,0.6363636363636364
64,2,10,1,0.23470896660664092,10.0,0.7272727272727273
64,2,11,1,0.25718077361699276,8.0,0.6363636363636364
64,3,0,0,0.23730985835365506,,0.6363636363636364
64,3,1,1,0.24320018135724342,9.0,0.5454545454545454
64,3,2,0,0.26141428549918444,,0.6363636363636364
64,3,3,0,0.26553526989326204,0.0,0.7272727272727273
64,3,4,0,0.2406379278600324,5.0,0.5454545454545454
64,3,5,0,0.2580339425980583,1.0,0.6363636363636364
64,3,6,1,0.24927908952455138,7.0,0.5454545454545454
64,3,7,0,0.26384504261544545,10.0,0.6363636363636364
64,3,8,1,0.2634297846862342,1.0,0.6363636363636364
64,3,9,1,0.2479985956322923,15.0,0.6363636363636364
64,3,10,1,0.23971683783681616,11.0,0.5454545454545454
64,3,11,1,0.27098154059503327,0.0,0.5454545454545454
64,4,0,1,0.2885047953355375,0.0,0.6363636363636364
64,4,1,1,0.26015636984529455,0.0,0.6363636363636364
64,4,2,1,0.263127867498671,2.0,0.6363636363636364
64,4,3,1,0.24475262189295857,9.0,0.5454545454545454
64,4,4,1,0.2637561049956986,0.0,0.5454545454545454
64,4,5,1,0.2391498560044559,12.0,0.6363636363636364
64,4,6,1,0.24202702790761624,8.0,0.5454545454545454
64,4,7,1,0.2686152669541834,0.0,0.5454545454545454
64,4,8,1,0.23091831533516424,9.0,0.6363636363636364
64,4,9,0,0.2708911103693654,1.0,0.6363636363636364
64,4,10,1,0.25124953805718664,9.0,0.7272727272727273
64,4,11,1,0.27909946608430214,9.0,0.6363636363636364
64,6,0,0,0.24435318965707586,10.0,0.5454545454545454
64,6,1,0,0.23121883435886065,,0.6363636363636364
64,6,2,0,0.24742923208856768,10.0,0.6363636363636364
64,6,3,1,0.24872400271166714,11.0,0.6363636363636364
64,6,4,1,0.2558073668824175,2.0,0.5454545454545454
64,6,5,1,0.2766324547693888,2.0,0.6363636363636364
64,6,6,1,0.23668258644816412,10.0,0.6363636363636364
64,6,7,0,0.25330589297870004,4.0,0.6363636363636364
64,6,8,1,0.2431583253956498,12.0,0.5454545454545454
64,6,9,1,0.23385443138847886,10.0,0.6363636363636364
64,6,10,1,0.2550804097046301,0.0,0.5454545454545454
64,6,11,1,0.24829120277398178,9.0,0.5454545454545454
64,8,0,1,0.2745153786599424,1.0,0.5454545454545454
64,8,1,1,0.26612455423905346,0.0,0.6363636363636364
64,8,2,1,0.2775772654317005,2.0,0.7272727272727273
64,8,3,1,0.22994924598839264,7.0,0.6363636363636364
64,8,4,1,0.2521302042076507,2.0,0.5454545454545454
64,8,5,1,0.2449489170690036,5.0,0.5454545454545454
64,8,6,1,0.2428028936009831,7.0,0.5454545454545454
64,8,7,0,0.25352759242958595,2.0,0.5454545454545454
64,8,8,1,0.24580791516871958,,0.5454545454545454
64,8,9,0,0.2373760330423954,13.0,0.8181818181818181
64,8,10,1,0.2367042481847357,4.0,0.6363636363636364
64,8,11,0,0.2560630512045448,1.0,0.5454545454545454
64,10,0,1,0.2522834299382255,3.0,0.5454545454545454
64,10,1,1,0.24416365266028908,6.0,0.5454545454545454
64,10,2,1,0.24151185562345087,18.0,0.5454545454545454
64,10,3,0,0.2455210219687026,5.0,0.5454545454545454
64,10,4,0,0.2477077240520187,17.0,0.6363636363636364
64,10,5,1,0.2565276051555903,0.0,0.5454545454545454
64,10,6,1,0.2656538611112763,14.0,0.5454545454545454
64,10,7,1,0.26997036358184817,,0.5454545454545454
64,10,8,1,0.2549984748972687,0.0,0.6363636363636364
64,10,9,0,0.2891639422781404,0.0,0.6363636363636364
64,10,10,1,0.2772824041482224,1.0,0.6363636363636364
64,10,11,0,0.25165375005201807,0.0,0.6363636363636364
64,12,0,1,0.2571056310324494,0.0,0.5454545454545454
64,12,1,0,0.23394645248437515,10.0,0.6363636363636364
64,12,2,1,0.27705198713701784,5.0,0.5454545454545454
64,12,3,1,0.2459775688570815,7.0,0.6363636363636364
64,12,4,1,0.24538744305286347,20.0,0.6363636363636364
64,12,5,1,0.24029859984367893,15.0,0.5454545454545454
64,12,6,1,0.25180600928086494,0.0,0.5454545454545454
64,12,7,1,0.24636224908694632,14.0,0.5454545454545454
64,12,8,1,0.24806029080586237,4.0,0.5454545454545454
64,12,9,0,0.24679085741521017,8.0,0.5454545454545454
64,12,10,1,0.2493466639233005,16.0,0.5454545454545454
64,12,11,1,0.22811458119115416,6.0,0.5454545454545454
