RewireP,Size,Seeds,Threshold_mean,Threshold_lo,Threshold_hi,DegreeFrac,BackwardOnly,Trials,N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,Sync_mean,Seed
0.4025,64.0,8.0,96.0,96.0,96.0,0.38,True,50.0,,,,,,,,,,,,,
0.4025,,,,,,0.38,,,64.0,,96.0,0.0,0.0,1.92000002,small_world,4.0,0.05,0.9,0.55,0.5962210338680927,12005.0
0.4025,,,,,,0.38,,,64.0,,96.0,0.0,0.0,1.92000002,small_world,4.0,0.05,0.9,0.55,0.5962566844919786,12006.0
0.4025,,,,,,0.38,,,64.0,,96.0,0.0,0.0,1.92000002,small_world,4.0,0.05,0.9,0.55,0.5961497326203208,12007.0
0.4025,,,,,,0.38,,,64.0,,96.0,0.0,0.0,1.92000002,small_world,4.0,0.05,0.9,0.55,0.5960071301247771,12008.0
0.4025,,,,,,0.38,,,64.0,,96.0,0.0,0.0,1.92000002,small_world,4.0,0.05,0.9,0.55,0.5961140819964349,12009.0
0.4025,,,,,,0.38,,,64.0,,96.0,0.0,0.0,1.92000002,small_world,4.0,0.05,0.9,0.55,0.59650623885918,12010.0
0.4025,,,,,,0.38,,,64.0,,96.0,0.0,0.0,1.92000002,small_world,4.0,0.05,0.9,0.55,0.5964349376114081,12011.0
0.4025,,,,,,0.38,,,64.0,,96.0,0.0,0.0,1.92000002,small_world,4.0,0.05,0.9,0.55,0.5966131907308376,12012.0
