N,SOA,trial,hit,conf,lat
128,0,31,0,0.24740033501738215,
128,0,32,1,0.2373504422821417,
128,0,33,1,0.23714123383713015,
128,0,34,1,0.2513440275093765,
128,0,35,0,0.27211430977523404,
128,0,36,1,0.22619421546615426,
128,0,37,1,0.23536817131096216,
128,0,38,1,0.26355485858574773,
128,0,39,1,0.2587649165143349,
128,1,0,1,0.23357353357984187,
128,1,1,1,0.23942435217199953,
128,1,2,1,0.24760654007786925,
128,1,3,1,0.25770210078039196,
128,1,4,1,0.24291577271930023,
128,1,5,1,0.23915861370591324,
128,1,6,1,0.24421114116581452,
128,1,7,1,0.2432727577047452,
128,1,8,1,0.2305911133629091,
128,1,9,1,0.24481053097019295,
128,1,10,1,0.2389317980579805,
128,1,11,1,0.2369171769051193,
128,1,12,1,0.23936848585370327,
128,1,13,1,0.23312919624664077,
128,1,14,1,0.24213908656831903,
128,1,15,1,0.24354500368739937,
128,1,16,0,0.24706137149892266,
128,1,17,1,0.23909058729389823,
128,1,18,1,0.23014534786305574,
128,1,19,0,0.24821633795787287,
128,1,20,1,0.23304261524921374,
128,1,21,1,0.24250734955053554,
128,1,22,0,0.2363676996855767,
128,1,23,1,0.235357833187876,
128,1,24,0,0.24763548540226746,
128,1,25,1,0.2412454354788393,
128,1,26,1,0.23536967558524563,
128,1,27,1,0.25342948919548564,
128,1,28,1,0.23347949890753436,
128,1,29,1,0.24408546004682286,
128,1,30,1,0.235137663880497,
128,1,31,1,0.24406238264007366,
128,1,32,1,0.2391151267137551,
128,1,33,1,0.23911904144545015,
128,1,34,1,0.2663050230748061,
128,1,35,1,0.2554448743723907,
128,1,36,1,0.24461979275665774,
128,1,37,1,0.2652483399741029,
128,1,38,1,0.23028780869368537,
128,1,39,1,0.2393962902924648,
256,0,0,1,0.2297084835766167,
256,0,1,1,0.2237834403015213,
256,0,2,1,0.22143450515985116,
256,0,3,1,0.22954646422610706,
256,0,4,1,0.2330539650555853,
256,0,5,1,0.2265059273835538,
256,0,6,1,0.23066103112521202,
256,0,7,0,0.2154988508245223,
256,0,8,1,0.218184387599481,
256,0,9,0,0.22488173976072154,
256,0,10,1,0.22324440505263177,
256,0,11,1,0.22640863625216132,
256,0,12,1,0.2187912103791111,
256,0,13,1,0.22746206783782666,
256,0,14,1,0.22916009169390986,
256,0,15,1,0.23934129854641942,
256,0,16,1,0.2332371306078193,
256,0,17,1,0.22154955784438257,
256,0,18,1,0.22786739494129096,
256,0,19,1,0.22204596961162523,
256,0,20,0,0.24511899663159492,
256,0,21,1,0.22534061025381588,
256,0,22,0,0.23792705407405257,
256,0,23,1,0.23393150725085973,
256,0,24,1,0.22116137576484093,
256,0,25,1,0.23282161935801282,
256,0,26,1,0.2346850365069656,
256,0,27,1,0.22401504977720244,
256,0,28,1,0.2293751118776714,
256,0,29,1,0.23142391194933376,
256,0,30,1,0.21928385679127446,
256,0,31,1,0.2238140098600504,
256,0,32,0,0.21961824211034942,
256,0,33,1,0.23590162338063686,
256,0,34,1,0.22036529358181814,
256,0,35,0,0.25115813797540604,
256,0,36,0,0.22771293020314776,
256,0,37,1,0.2291569689446449,
256,0,38,1,0.21913328717874958,
256,0,39,0,0.22130182335224846,
256,1,0,1,0.23234839598201004,
256,1,1,1,0.22070551597236385,
256,1,2,1,0.2304899158814437,
256,1,3,0,0.22525655127779187,
256,1,4,1,0.23765745317471082,
256,1,5,1,0.2287447658638258,
256,1,6,0,0.23515776259535529,
256,1,7,1,0.23171704597756151,
256,1,8,1,0.23833757287722948,
256,1,9,1,0.23323366216035937,
256,1,10,0,0.24581990147858626,
256,1,11,1,0.22217283772209692,
256,1,12,1,0.2435987047796099,
256,1,13,1,0.2344398728882798,
256,1,14,1,0.2408869719105225,
256,1,15,1,0.2316406723844968,
256,1,16,1,0.22522761909360564,
256,1,17,1,0.2150531401059964,
256,1,18,1,0.23169511017554698,
256,1,19,0,0.2278559919500497,
256,1,20,0,0.23297760574154838,
256,1,21,1,0.22726921278243478,
256,1,22,1,0.21772201565117835,
256,1,23,1,0.22951201714106598,
256,1,24,1,0.21959450166331781,
256,1,25,1,0.23633679420013648,
256,1,26,1,0.2200969907895775,
256,1,27,1,0.21283220121357938,
256,1,28,1,0.22318526397533744,
256,1,29,0,0.22009242713233962,
256,1,30,1,0.2224575610561502,
256,1,31,1,0.2290717797140707,
256,1,32,0,0.23441350764519084,
256,1,33,1,0.23003091546776602,
256,1,34,1,0.23226075219376388,
256,1,35,0,0.23254045176555288,
256,1,36,1,0.23437491452022582,
256,1,37,0,0.21763193013578677,
256,1,38,1,0.23459100133895183,
256,1,39,0,0.2157290027350802,
