N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope
32,0.2,2.2184873949579833,1.0169491525423728,3.4627118644067783,4.000000333333333
64,2.4285714285714284,2.420168067226891,0.8084745762711865,3.6661016949152527,4.000000333333333
128,1.7142857142857144,1.915966386554622,0.2033898305084746,3.2593220338983038,4.000000333333333
256,1.5,3.1260504201680672,1.4186440677966103,4.4796610169491515,4.000000333333333
