N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,DegreeFrac,RewireP,Sync_mean
64,3.0,2.420168067226891,1.6271186440677967,5.394915254237288,7.057959771836734,small_world,4,0.05,0.9,0.55,0.38,0.3,0.5976430976430976
