N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,Sync_mean,NearThresh_IgnLat,RunDir
128,1.5909090909090908,2.2184873949579837,0.9639743589743592,2.68452380952381,4.8000006,line,4,0.05,0.85,0.3,0.6292011019283746,3.9636363636363643,pat_line_backward_harsh
128,1.818181818181818,2.554621848739496,1.2,2.821875000000002,4.8000006,modular,4,0.05,0.85,0.3,0.6217893217893218,3.992857142857143,pat_modular_backward_harsh
128,1.818181818181818,2.554621848739496,1.148076923076923,3.113716356107661,4.8000006,random,4,0.05,0.85,0.3,0.6204906204906204,4.371428571428571,pat_random_backward_harsh
128,1.7058823529411766,2.016806722689076,1.3426470588235293,2.25,4.8000006,small_world,4,0.05,0.85,0.3,0.6176046176046176,4.228571428571429,pat_small_world_backward_harsh
