N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,DegreeFrac,RewireP,Sync_mean
64,7.333333333333333,0.6050420168067228,0.0,4.388135593220338,7.200000599999999,small_world,4,0.05,0.9,0.55,0.38,0.1,0.6077441077441078
