N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope
32,,0.0,0.0,0.4627118644067794,2.7306129275510207
64,,0.0,0.0,0.9016949152542362,2.223469943622449
