N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,Sync_mean
128,,0.0,,,4.8000006,small_world,4,0.05,0.85,0.45,0.6700336700336701
