N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,DegreeFrac,RewireP,Sync_mean
64,0.0,0.7058823529411765,0.0,3.4779661016949146,7.200000599999999,small_world,4,0.05,0.9,0.55,0.38,0.4,0.6077441077441078
