N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope
32,5.363636363636363,5.378151260504201,1.75,6.0,5.31632719515306
64,5.428571428571429,5.647058823529411,3.894166666666666,6.642307692307691,4.736735285969387
128,5.6,5.781512605042017,0.0,6.739204545454545,5.606123149744898
256,5.615384615384615,5.714285714285714,3.8602272727272724,6.216666666666667,3.5775514676020403
