N,SOA,Acc,Acc_lo,Acc_hi,Conf_mean,Conf_lo,Conf_hi,IgnLat_mean,IgnLat_lo,IgnLat_hi,Trials
32,1,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.2775451426335756,0.2642169983163686,0.29044381695510174,,,,6
32,2,0.6666666666666666,0.299993315138392,0.9032285888942195,0.2770238550157964,0.26441530635586585,0.29225980954365327,,,,6
32,3,0.6666666666666666,0.299993315138392,0.9032285888942195,0.2763359914273321,0.27130876363560547,0.2827463128093832,,,,6
32,4,0.6666666666666666,0.299993315138392,0.9032285888942195,0.28478623267461023,0.27070087496533396,0.301116649874807,,,,6
32,6,0.6666666666666666,0.299993315138392,0.9032285888942195,0.26612400456845486,0.2487858322690281,0.28829365055717915,,,,6
32,8,0.5,0.18761630648265054,0.8123836935173494,0.26757180603100766,0.25984771594639644,0.2744453346387233,,,,6
64,1,0.6666666666666666,0.299993315138392,0.9032285888942195,0.26382572748745603,0.2588357172390965,0.26823739970120825,,,,6
64,2,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.25461027865000263,0.24406322065217467,0.26650904788902813,,,,6
64,3,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.24809303598382107,0.2444286587862613,0.25132671750074614,,,,6
64,4,0.6666666666666666,0.299993315138392,0.9032285888942195,0.2543143063520204,0.24319356310688858,0.26607887430236254,,,,6
64,6,0.6666666666666666,0.299993315138392,0.9032285888942195,0.24979968455244225,0.24649471793750968,0.25368800125372365,,,,6
64,8,0.6666666666666666,0.299993315138392,0.9032285888942195,0.2612964434602038,0.25713568146064875,0.26589260906803436,,,,6
