N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,Sync_mean
128,1.8181818181818181,2.5546218487394956,1.2,2.821875000000002,4.8000006,modular,4,0.05,0.85,0.3,0.6217893217893218
