N,SOA,trial,hit,conf,lat,sync
128,0,0,1,0.2223465269857873,3,0.6363636363636364
128,0,1,0,0.23281219917919635,0,0.6363636363636364
128,0,2,0,0.22479011812879715,8,0.6363636363636364
128,0,3,0,0.22342757569903035,4,0.6363636363636364
128,0,4,0,0.21876119409865644,7,0.7272727272727273
128,0,5,1,0.2540939135354555,0,0.6363636363636364
128,0,6,0,0.2301483517157509,2,0.6363636363636364
128,0,7,1,0.2150502846121145,8,0.6363636363636364
128,0,8,0,0.21771011206417124,3,0.7272727272727273
128,0,9,0,0.2250998253806019,5,0.5454545454545454
128,0,10,1,0.22129325220298054,3,0.6363636363636364
128,0,11,1,0.2376224432074473,0,0.6363636363636364
128,0,12,0,0.21783678155635525,3,0.6363636363636364
128,0,13,0,0.22462613996857436,7,0.6363636363636364
128,0,14,0,0.2272572125906826,6,0.6363636363636364
128,0,15,0,0.23142507776551285,2,0.7272727272727273
128,0,16,1,0.23056656085430338,3,0.6363636363636364
128,0,17,0,0.2193945049538648,4,0.7272727272727273
128,0,18,0,0.23441350787066845,0,0.6363636363636364
128,0,19,0,0.23403312503956933,0,0.7272727272727273
128,0,20,0,0.22762362064355343,4,0.6363636363636364
128,0,21,0,0.23516642669044016,4,0.7272727272727273
128,0,22,1,0.21931324439362376,3,0.6363636363636364
128,0,23,0,0.23200347475578745,0,0.5454545454545454
128,0,24,0,0.22821664829893154,7,0.5454545454545454
128,0,25,0,0.22866796934664882,4,0.7272727272727273
128,0,26,1,0.24930608686203748,0,0.7272727272727273
128,0,27,0,0.23274609703224225,1,0.6363636363636364
128,0,28,0,0.21820882082907053,4,0.5454545454545454
128,0,29,0,0.2647219319473919,0,0.7272727272727273
128,0,30,0,0.22012826729103147,11,0.5454545454545454
128,0,31,0,0.22337133963080102,5,0.5454545454545454
128,0,32,0,0.22519116059369948,4,0.6363636363636364
128,0,33,0,0.22726139616660562,4,0.7272727272727273
128,0,34,0,0.22664871461040467,10,0.5454545454545454
128,0,35,0,0.21619700440407633,13,0.5454545454545454
128,0,36,0,0.22553749768664524,4,0.7272727272727273
128,0,37,1,0.2051159286852116,4,0.6363636363636364
128,0,38,1,0.23853129514495913,0,0.6363636363636364
128,0,39,0,0.23007568877405088,15,0.7272727272727273
128,0,40,1,0.23621107780406347,0,0.7272727272727273
128,0,41,0,0.2284668512125923,5,0.5454545454545454
128,0,42,0,0.23658328641013326,0,0.6363636363636364
128,0,43,1,0.21381224560144402,5,0.6363636363636364
128,0,44,0,0.23544090815605828,0,0.6363636363636364
128,0,45,1,0.21067190687144272,5,0.5454545454545454
128,0,46,1,0.22937189164631047,5,0.6363636363636364
128,0,47,0,0.24427110820584758,0,0.6363636363636364
128,0,48,0,0.26185332244404624,0,0.7272727272727273
128,0,49,1,0.22799707906373637,6,0.6363636363636364
128,0,50,1,0.22840915208474835,4,0.6363636363636364
128,0,51,0,0.23999820705784455,0,0.6363636363636364
128,0,52,0,0.22349523849195427,10,0.7272727272727273
128,0,53,1,0.21338711351836384,4,0.5454545454545454
128,0,54,0,0.22861734814128618,7,0.6363636363636364
128,0,55,0,0.22146241183172888,5,0.6363636363636364
128,0,56,0,0.21967635383307768,4,0.6363636363636364
128,0,57,0,0.24336360017201084,0,0.6363636363636364
128,0,58,0,0.22435963954455393,3,0.7272727272727273
128,0,59,1,0.23437746225070968,1,0.6363636363636364
128,0,60,1,0.22278385357575217,3,0.6363636363636364
128,0,61,0,0.22281028471725292,8,0.5454545454545454
128,0,62,1,0.21557164547070493,4,0.5454545454545454
128,0,63,0,0.23833400595266854,0,0.7272727272727273
128,0,64,0,0.22769962016385556,4,0.6363636363636364
128,0,65,1,0.22363028242785501,9,0.7272727272727273
128,0,66,1,0.22845843986674189,2,0.7272727272727273
128,0,67,0,0.23750304649443557,0,0.6363636363636364
128,0,68,1,0.24052551794711904,0,0.5454545454545454
128,0,69,0,0.22968534187762005,1,0.5454545454545454
128,1,0,0,0.24049061727900065,3,0.6363636363636364
128,1,1,1,0.2248766646808087,7,0.6363636363636364
128,1,2,1,0.22903421367625917,11,0.6363636363636364
128,1,3,0,0.25419385777853143,0,0.6363636363636364
128,1,4,1,0.2372798065969972,5,0.7272727272727273
128,1,5,0,0.2469141799923425,4,0.6363636363636364
128,1,6,0,0.23521268671555084,0,0.7272727272727273
128,1,7,1,0.24025369437544866,0,0.6363636363636364
128,1,8,0,0.22670879209460015,4,0.8181818181818181
128,1,9,1,0.22987057591418922,6,0.5454545454545454
128,1,10,0,0.22405772189525602,4,0.7272727272727273
128,1,11,0,0.2396567056849104,0,0.6363636363636364
128,1,12,0,0.22247145832417592,5,0.6363636363636364
128,1,13,0,0.23152582376642128,0,0.6363636363636364
128,1,14,0,0.2478477194723466,5,0.6363636363636364
128,1,15,0,0.23041962035588914,4,0.5454545454545454
128,1,16,0,0.247015955598539,0,0.6363636363636364
128,1,17,0,0.2506465197046032,0,0.7272727272727273
128,1,18,1,0.22936155587744492,0,0.6363636363636364
128,1,19,0,0.23408827219349307,8,0.6363636363636364
128,1,20,1,0.22965864379605427,6,0.7272727272727273
128,1,21,0,0.23310048623277713,0,0.6363636363636364
128,1,22,1,0.235100428508607,0,0.6363636363636364
128,1,23,0,0.2164922203085427,7,0.7272727272727273
128,1,24,0,0.24998781222912422,0,0.7272727272727273
128,1,25,0,0.22215686773422233,7,0.6363636363636364
128,1,26,1,0.21684048437704434,5,0.5454545454545454
128,1,27,1,0.2378261256599203,0,0.5454545454545454
128,1,28,1,0.2363003908970508,4,0.5454545454545454
128,1,29,1,0.25158375871960814,0,0.6363636363636364
128,1,30,0,0.22109239142876486,6,0.5454545454545454
128,1,31,0,0.23597875907246454,0,0.6363636363636364
128,1,32,0,0.21882362894651441,7,0.6363636363636364
128,1,33,0,0.23979624234279062,0,0.6363636363636364
128,1,34,0,0.23267745317118557,4,0.6363636363636364
128,1,35,1,0.22844730732272508,5,0.6363636363636364
128,1,36,1,0.24281798203061086,0,0.6363636363636364
128,1,37,1,0.21928944725407376,6,0.6363636363636364
128,1,38,1,0.22744660837437067,8,0.6363636363636364
128,1,39,0,0.23772503736528286,7,0.6363636363636364
128,1,40,0,0.21909186810089587,8,0.5454545454545454
128,1,41,0,0.2440081296090444,6,0.6363636363636364
128,1,42,1,0.22754140784868457,10,0.6363636363636364
128,1,43,0,0.24939539152811982,0,0.7272727272727273
128,1,44,0,0.2234137080712092,4,0.6363636363636364
128,1,45,0,0.22148484429237866,7,0.7272727272727273
128,1,46,0,0.24297863445210274,0,0.6363636363636364
128,1,47,1,0.22535292914751565,17,0.5454545454545454
128,1,48,1,0.23660220241013336,0,0.5454545454545454
128,1,49,0,0.22423701957132808,8,0.6363636363636364
128,1,50,0,0.23223544358550088,0,0.6363636363636364
128,1,51,0,0.22559360698487058,8,0.6363636363636364
128,1,52,0,0.2258056576087697,4,0.6363636363636364
128,1,53,1,0.23027299940974905,0,0.6363636363636364
128,1,54,1,0.2435331342745474,0,0.5454545454545454
128,1,55,0,0.24343137590393993,0,0.7272727272727273
128,1,56,1,0.221948185009656,5,0.5454545454545454
128,1,57,0,0.24872976140104736,7,0.7272727272727273
128,1,58,0,0.24587950289663796,0,0.6363636363636364
128,1,59,0,0.22535085357008738,7,0.7272727272727273
128,1,60,0,0.24732736888762852,0,0.6363636363636364
128,1,61,1,0.22444918630296556,11,0.6363636363636364
128,1,62,1,0.23896723649214566,7,0.5454545454545454
128,1,63,0,0.22989610078960498,3,0.6363636363636364
128,1,64,0,0.23365706261368296,0,0.6363636363636364
128,1,65,0,0.23704308159156418,0,0.6363636363636364
128,1,66,1,0.2347867838472239,4,0.7272727272727273
128,1,67,0,0.23493002184845982,0,0.6363636363636364
128,1,68,0,0.22318824287770705,6,0.5454545454545454
128,1,69,1,0.2208835829146302,4,0.6363636363636364
128,2,0,0,0.24233644803190874,0,0.6363636363636364
128,2,1,0,0.2561924287730235,0,0.7272727272727273
128,2,2,1,0.24458463774146788,2,0.5454545454545454
128,2,3,0,0.2413889334376629,0,0.7272727272727273
128,2,4,1,0.22670999129091518,5,0.5454545454545454
128,2,5,0,0.2312094234318381,3,0.7272727272727273
128,2,6,1,0.2565784939790739,0,0.7272727272727273
128,2,7,0,0.22123841576438896,6,0.6363636363636364
128,2,8,1,0.23446967217048884,7,0.6363636363636364
128,2,9,0,0.24422106438571403,1,0.7272727272727273
128,2,10,0,0.24317186557174666,6,0.6363636363636364
128,2,11,0,0.22643887857668907,8,0.6363636363636364
128,2,12,0,0.23546391457367277,0,0.7272727272727273
128,2,13,0,0.2433291953865964,0,0.7272727272727273
128,2,14,0,0.21875966532652735,9,0.5454545454545454
128,2,15,0,0.23998552372423967,0,0.6363636363636364
128,2,16,0,0.22948095057270723,5,0.7272727272727273
128,2,17,0,0.2273768304021453,8,0.7272727272727273
128,2,18,0,0.24381445795380233,0,0.6363636363636364
128,2,19,1,0.2588285399045128,12,0.5454545454545454
128,2,20,1,0.2208965648025076,8,0.6363636363636364
128,2,21,1,0.2673825328508857,7,0.7272727272727273
128,2,22,0,0.22607324608631832,4,0.7272727272727273
128,2,23,1,0.24739935236953636,0,0.7272727272727273
128,2,24,0,0.24726360423975782,0,0.6363636363636364
128,2,25,0,0.24117275995434373,1,0.7272727272727273
128,2,26,1,0.23270368429831453,5,0.6363636363636364
128,2,27,1,0.23973748792351687,9,0.6363636363636364
128,2,28,0,0.2505335609931131,3,0.5454545454545454
128,2,29,1,0.2213665214740202,6,0.8181818181818181
128,2,30,1,0.2351406691920665,6,0.5454545454545454
128,2,31,1,0.24050208724513475,0,0.6363636363636364
128,2,32,1,0.22606619209035161,4,0.6363636363636364
128,2,33,0,0.25717802427800823,1,0.7272727272727273
128,2,34,0,0.22420833368879503,6,0.5454545454545454
128,2,35,1,0.22559576985032653,7,0.6363636363636364
128,2,36,1,0.2510047846116209,7,0.6363636363636364
128,2,37,1,0.22471089458948643,6,0.6363636363636364
128,2,38,0,0.22747030023477935,7,0.6363636363636364
128,2,39,1,0.2378529639633618,6,0.6363636363636364
128,2,40,1,0.22103849874493164,5,0.6363636363636364
128,2,41,0,0.24761620616781083,8,0.7272727272727273
128,2,42,1,0.22974049831267293,5,0.6363636363636364
128,2,43,1,0.22743559361768315,10,0.7272727272727273
128,2,44,0,0.2292322631721285,1,0.6363636363636364
128,2,45,1,0.23535630220037085,5,0.6363636363636364
128,2,46,1,0.24050671539751386,1,0.6363636363636364
128,2,47,1,0.23599074190660932,7,0.7272727272727273
128,2,48,0,0.24503682505052943,2,0.5454545454545454
128,2,49,0,0.2597889959700039,1,0.5454545454545454
128,2,50,1,0.2435199526062528,8,0.7272727272727273
128,2,51,0,0.2391591779969448,1,0.7272727272727273
128,2,52,1,0.2311923385441117,0,0.5454545454545454
128,2,53,1,0.2259318607917928,6,0.6363636363636364
128,2,54,0,0.22805064006624873,5,0.7272727272727273
128,2,55,0,0.24478448765926422,5,0.6363636363636364
128,2,56,1,0.27025731826802446,11,0.6363636363636364
128,2,57,1,0.2147126875436372,5,0.5454545454545454
128,2,58,1,0.22383228413858655,6,0.6363636363636364
128,2,59,0,0.23351557870787878,0,0.5454545454545454
128,2,60,1,0.22925373679405714,9,0.7272727272727273
128,2,61,1,0.2675718937321332,5,0.6363636363636364
128,2,62,1,0.2403954534617169,1,0.5454545454545454
128,2,63,1,0.2259451029042034,5,0.6363636363636364
128,2,64,1,0.25678574359243694,5,0.7272727272727273
128,2,65,1,0.2356002664075477,0,0.6363636363636364
128,2,66,0,0.247368986736366,0,0.6363636363636364
128,2,67,1,0.23019023330774824,0,0.6363636363636364
128,2,68,0,0.23408094198375806,2,0.6363636363636364
128,2,69,0,0.25075288540765145,0,0.6363636363636364
128,3,0,1,0.2317285843126122,6,0.5454545454545454
128,3,1,1,0.24375062637823655,0,0.5454545454545454
128,3,2,0,0.23562014974881162,0,0.5454545454545454
128,3,3,0,0.22295906411841435,10,0.7272727272727273
128,3,4,0,0.22828967287940036,6,0.6363636363636364
128,3,5,0,0.22890186708075072,8,0.6363636363636364
128,3,6,1,0.22400498491451526,7,0.7272727272727273
128,3,7,1,0.2390569808005348,0,0.7272727272727273
128,3,8,1,0.2438272711290118,0,0.8181818181818181
128,3,9,0,0.22030414698250336,7,0.5454545454545454
128,3,10,1,0.22668031525068907,7,0.7272727272727273
128,3,11,0,0.23446875074653173,1,0.6363636363636364
128,3,12,1,0.25117731738872345,6,0.6363636363636364
128,3,13,1,0.2355365919237517,1,0.7272727272727273
128,3,14,0,0.23449643437263443,2,0.6363636363636364
128,3,15,1,0.2289448623363546,10,0.6363636363636364
128,3,16,0,0.22739370177758306,6,0.6363636363636364
128,3,17,0,0.23468858692714767,13,0.5454545454545454
128,3,18,1,0.23183524584935467,8,0.7272727272727273
128,3,19,0,0.2320037411659387,0,0.6363636363636364
128,3,20,1,0.24106774617809174,0,0.6363636363636364
128,3,21,0,0.26830369267922194,6,0.6363636363636364
128,3,22,1,0.24818762802599784,1,0.6363636363636364
128,3,23,1,0.24131938124022664,1,0.7272727272727273
128,3,24,0,0.22956384668424173,7,0.6363636363636364
128,3,25,0,0.2388370694499095,0,0.8181818181818181
128,3,26,0,0.24446552719957368,1,0.7272727272727273
128,3,27,1,0.2451963556452717,0,0.6363636363636364
128,3,28,1,0.22771829662157883,9,0.5454545454545454
128,3,29,0,0.25311412063918887,0,0.7272727272727273
128,3,30,0,0.22803951012164805,7,0.5454545454545454
128,3,31,1,0.2353582986817279,6,0.6363636363636364
128,3,32,1,0.2224928556043041,6,0.7272727272727273
128,3,33,1,0.24686056127524356,1,0.8181818181818181
128,3,34,0,0.23474298366823348,0,0.7272727272727273
128,3,35,1,0.23619611773516527,2,0.6363636363636364
128,3,36,1,0.22967394130080715,0,0.6363636363636364
128,3,37,1,0.24933883034812518,1,0.6363636363636364
128,3,38,1,0.229937236637939,1,0.7272727272727273
128,3,39,1,0.23273397225980438,0,0.6363636363636364
128,3,40,1,0.23843594147029007,0,0.5454545454545454
128,3,41,1,0.24496769209206543,0,0.5454545454545454
128,3,42,1,0.22938766159582266,9,0.6363636363636364
128,3,43,1,0.2523071004030392,0,0.6363636363636364
128,3,44,0,0.22344548337363826,9,0.7272727272727273
128,3,45,0,0.23238142072755882,7,0.7272727272727273
