N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,Sync_mean
64,,0.0,0.16666666666666663,1.0833333333333333,0.6555105318367348,modular,4,0.1,0.8,0.6,0.6303030303030304
