N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,DegreeFrac,RewireP,Sync_mean
64,,68.0,0.0,0.0,1.36000002,small_world,4,0.05,0.9,0.55,0.38,0.4025,0.5973587223587223
