broadcast_gain,n,AUC,ECE,pos_rate,prob_mean,prob_std
0.0,360,0.4985959101382481,0.06813999312510483,0.6888888888888889,0.6908929237183761,0.0979998456010636
0.1,360,0.4495275288538663,0.06027979813563473,0.6694444444444444,0.6649454659886829,0.057058961485383156
0.2,360,0.44609374999999907,0.0539563945428856,0.6666666666666666,0.6673261042862617,0.03567151151773363
0.3,360,0.43493712411153623,0.07473244285489768,0.6555555555555556,0.6509406164576982,0.06979628865591078
